id,cau,optionA,optionB,optionC,optionD,optionE,dapan,giaithich
Chuong1_cau186,186. Những cơ quan của ký sinh trùng phát triển hoàn chỉnh.1. tiêu hoá 2 bám vào vật chủ 3 chiếm thức ăn 4. bài tiết 5. sinh sản,123,145,234,235,trống,D,"Cơ quan phát triển hoàn chỉnh gồm: bám vào vật chủ (2), chiếm thức ăn (3), sinh sản (5)."
Chuong1_cau187,187. Phương pháp chẩn đoán miễn dịch học trong bệnh ký sinh trùng có ưu điểm.1. chẩn đoán nhanh 2. chẩn đoán được ký sinh trùng ở trong phủ tạng 3. chẩn đoán được hàng loạt 4. ít tốn kinh phí 5. ít tốn công sức thời gian,123,135,234,C. 235,trống,D,"Ưu điểm của chẩn đoán miễn dịch: chẩn đoán được KST ở tạng (2), chẩn đoán hàng loạt (3), ít tốn công sức thời gian (5)."
Chuong1_cau188,188. Ký sinh trùng lạc chủ lý sinh ở đâu,Cả vật chủ chính và vật chủ phụ,Vật chủ trung gian,Vật chủ chính,Vật chủ phụ,Vật chủ bất thường,D,KST lạc chủ ký sinh ở Vật chủ bất thường.
Chuong1_cau189,189. Các đặc điểm của bệnh kst gồm,"Phổ biến theo vung, lâu dài, trầm lặng,Dễ thành mãn tinh","Có thời hạn, cấp tính, trầm lặng,Lâu dài","Có thời hạn, cấp tính, trầm lặng, lâu dài, phổ biến theo vung","Phổ biến theo vùng, có thời hạn,trầm lặng và lâu dài","Phổ biến theo vùng, có thời hạn, cấp tinh và diễn biến lâu dài",D,"Đặc điểm KST: Phổ biến theo vùng, có thời hạn, trầm lặng và lâu dài."
Chuong1_cau190,190. Người mang kst Không có biểu hiện bệnh lý gọi là,Người lành mang trùng,Vật chủ phụ,Sinh vật vận chuyển mầm bệnh,Vật củ,Khối cảm thụ,A,Người mang KST không có biểu hiện bệnh lý gọi là Người lành mang trùng.
Chuong1_cau191,191. Kiểu chu kỳ 2 là ĐẠI CG,Toàn bộ chu kỳ được thực hiện ở ngoại cảnh,"KST phát triển trên vật chủ, đào thải mầm bệnh ra ngoại cảnh rồi xâm nhập vào vật chủ mới",KST được đào thải vào vật chủ trung gian rồi vào người,"KST được đào thải ra ngoại cảnh, vào vật chủ trung gian sau đó xâm nhập vào người",Toàn bộ chu kỳ phát triển trên vật chủ,E,[Không tìm thấy giải thích rõ trong nguồn].
Chuong1_cau192,192. Ký sinh trùng nào dưới đây là ký sinh trùng tạm thời.,Ruồi,Cái ghẻ,Ve,"Chấy, rận",trống,C,[Không tìm thấy giải thích rõ trong nguồn].
Chuong1_cau193,193. Sinh vật sau đây không phải là ký sinh trùng.,Dĩn,Ruồi nhà,Muỗi cái,Bọ chét,trống,B,Ruồi nhà không phải KST.
Chuong1_cau194,194. Ký sinh trùng nào dưới đây là ký sinh trùng vĩnh viễn.,Ve,Rệp,"Chấy, rận",Bọ chét,trống,C,[Không tìm thấy giải thích rõ trong nguồn].
Chuong1_cau195,195. Quan hệ giữa E.coli và cơ thể người là.,Hội sinh,Ký sinh,Hoại sinh,Cộng sinh,trống,A,Entamoeba coli là KST hội sinh.
Chuong1_cau196,196. Ký sinh trùng nào dưới đây không phải là nội ký sinh trùng.,Balantidium coli,Giardia intestinalis,Entamoeba histolytica,Trichomonas vaginalis,trống,D,Trichomonas vaginalis ký sinh ở đường niệu - sinh dục.
Chuong1_cau197,197. Loài ký sinh trùng nào dưới đây là đơn ký.,Xenopsylla cheopis ( bọ chét chuột ko lược ),Aedes aegypti ( muỗi aedes ),Pulex irritans,Anopheles minimus ( muỗi anopheles ),trống,C,[Không tìm thấy giải thích rõ trong nguồn].
Chuong1_cau198,198. Miễn dịch thu được đối với KST sẽ,Nhanh chóng biến mất,Tồn tại suốt đời,Cả A và B,Không giết chết KST,trống,A,Miễn dịch thu được đối với KST Nhanh chóng biến mất.
Chuong1_cau199,199. Đặc điểm dịch tễ học của bệnh KST,Phát tán nhanh nhưng mau tàn,Diễn ra từ từ và kéo dài,Diễn ra nhanh và kéo dài,"Cả A, B và C",trống,C,[Không tìm thấy giải thích rõ trong nguồn].
Chuong1_cau200,200. Xét nghiệm gián tiếp là các phương pháp,Thử nghiệm bì,"Phản ứng với kháng nguyên sống, kháng nguyên hòa tan",Các phương pháp miễn dịch men,"Tất cả A, B và C",trống,B,"Xét nghiệm gián tiếp là Phản ứng với kháng nguyên sống, kháng nguyên hòa tan."
Chuong1_cau201,201. Xét nghiệm trực tiếp là,Tìm KST trong bệnh phẩm,Tìm KST bằng phương pháp miễn dịch,Tìm KST trong máu,"Tất cả A, B và C",trống,C,Xét nghiệm trực tiếp là tìm KST trong bệnh phẩm. Tìm KST trong máu là một ví dụ.
Chuong1_cau202,202. Đặc điểm chủ yếu trong dịch tể học của bệnh ký sinh trùng là,"Bệnh có thể phát thành dịch, dịch diễn ra từ từ và kéo dài",KST tồn tại hầu như vô tận song song với con người,Cả A và B,KST chỉ tồn tại trong thời gian ngắn,trống,C,[Không tìm thấy giải thích rõ trong nguồn].
Chuong1_cau203,"203. Muốn có kết quả, việc dự phòng bệnh KST phải",Tiến hành trên qui mô lớn,"Có kế hoạch, có trọng tâm trọng điểm",Kiên trì và dựa vào quần chúng,"Tất cả A, B và C",trống,D,[Không tìm thấy giải thích rõ trong nguồn].
Chuong1_cau204,"204. Xét nghiệm gián tiếp bệnh KST gồm các phương pháp sau, trừ",Thử nghiệm bì,Phản ứng kết tủa,Tập trung KST bằng phương pháp thích hợp,Miễn dịch hấp phụ gắn men (ELISA),trống,A,[Không tìm thấy giải thích rõ trong nguồn].
Chuong1_cau205,205. Những KST có tính đặc hiệu về ký chủ thì,Dễ phòng chống,Không phòng chống được,Khó phòng chống,"Tất cả A, B và C",trống,C,KST có tính đặc hiệu hẹp về ký chủ thì Khó phòng chống.
Chuong1_cau206,206. Ký sinh trùng nào sau đây chỉ có thể ký sinh ở một loài ký chủ duy nhất.,Ascaris lumbricoides (Giun đũa),Toxoplasma gondii,Paragonimus westermani (Sán lá phổi),Tất cả đều đúng,trống,A,Giun đũa (Ascaris lumbricoides) chỉ ký sinh ở một loài ký chủ duy nhất (người).
Chuong1_cau207,207. Người là ký chủ duy nhất của,Enterobius vermicularis (giun kim),Taenia saginata (Sán dài bò),Taenia solium (Sán dài heo),Tất cả đều sai,trống,A,"Giun kim (Enterobius vermicularis) là KST đơn ký, người là ký chủ duy nhất."
Chuong1_cau208,208. KST nào sau đây có thể sống ở nhiều cơ quan khác nhau của ký chủ.,Ascaris lumbricoides (Giun đũa),Toxoplasma gondii,Enterobius vermicularis (giun kim),Tất cả đều đúng,trống,B,Toxoplasma gondii có thể sống ở nhiều cơ quan khác nhau.
Chuong1_cau209,209. Chu trình phát triển của Toenia solium thuộc loại.,Trực tiếp và ngắn,Trực tiếp và dài,Qua một ký chủ trung gian,Ký chủ vĩnh viễn đồng thời là ký chủ trung gian,trống,D,Chu trình sán dây lợn có thể khiến người là ký chủ vĩnh viễn đồng thời là ký chủ trung gian.
Chuong1_cau210,210. Chu kỳ đơn giản nhất của ký sinh trùng là chu kỳ.,Kiểu chu kỳ 1. mầm bệnh từ người ra ngoại cảnh vào 1 vật chủ trung gian rồi vật chủ trung gian đưa mầm bệnh vào người,Kiểu chu kỳ 1. Mầm bệnh từ người thải ra ngoại cảnh 1 thời gian ngắn rồi lại xâm nhập vào người,Kiểu chu kỳ 2. Mầm bệnh từ người hoặc động vật vào vật chủ trung gian rồi VCTG đưa mầm bệnh vào người,"Mầm bệnh ở người hoặc động vật được thải ra ngoại cảnh, sau đó xâm nhập vào vật chủ trung gian truyền bệnh (các loại giáp xác hoặc thuỷ sinh) nếu người hoặc động vật ăn phải các loại giáp xác hoặc thực vật thuỷ sinh sẽ mang bệnh",trống,B,Chu kỳ đơn giản nhất là kiểu chu kỳ 1: Mầm bệnh từ người thải ra ngoại cảnh 1 thời gian ngắn rồi lại xâm nhập vào người.
Chuong1_cau211,211. Phòng bệnh giun sán từ chó sang người.,"Cấm thả chó ở công viên, bãi cát",Định kỳ xổ giun cho chó,"Cấm thả chó ở công viên, bãi cát ; định kỳ xổ giun cho người","Cấm thả chó ở công viên, bãi cát; định kỳ xổ giun cho chó",trống,B,[Không tìm thấy giải thích rõ trong nguồn].
Chuong1_cau212,212. Phòng bệnh giun sán từ chó sang người.,"Cấm thả chó ở công viên, bãi cát",Định kỳ xổ giun cho chó,"Cấm thả chó ở công viên, bãi cát ; định kỳ xổ giun cho người","Cấm thả chó ở công viên, bãi cát; định kỳ xổ giun cho chó",trống,B,[Không tìm thấy giải thích rõ trong nguồn].
Chuong1_cau213,213. Yếu tố nào sau đây là đặc điểm của bệnh ký sinh trùng,Bệnh ký sinh trùng phổ biến theo mùa,Bệnh thường kéo dài suốt đời sống của sinh vật,Bệnh phổ biến theo vùng,Bệnh thường xuyên có tái nhiễm,trống,C,Bệnh KST phổ biến theo vùng.
Chuong1_cau214,214. Bệnh ký sinh trùng có đặc điểm sau ngoại trừ.,Có thời hạn,Lâu dài,"Âm thầm, lặng lẽ",Thường xuyên gây các biến chứng nghiêm trọng,trống,D,"Bệnh KST thường diễn biến âm thầm, lặng lẽ, không phải Thường xuyên gây các biến chứng nghiêm trọng."
Chuong1_cau215,215. Sự tương tác qua lại giữ ký sinh trùng và vật chủ trong quá trình ký sinh sẽ dẫn đến các kết quả sau ngoại trừ.,Ký sinh trùng bị chết do thời hạn,Ký sinh trùng bị chết do tác nhân ngoại lai,Vật chủ chết,Cùng tồn tại với vật chủ (hoại sinh),trống,D,Hoại sinh không phải kết quả tương tác ký sinh.
Chuong1_cau216,216. Sinh vật bị KST sống nhờ và phát triển trong nó được gọi là.,Vật chủ chính,Vật chủ trung gian,Vật chủ phụ,Tất cả các trên đều đúng,trống,D,Tất cả các loại trên đều là Vật chủ.
Chuong1_cau217,217. Đặc điểm để phân biệt KST với sinh vật ăn thịt khác là.,KST chiếm các chất của vật chủ và gây hại cho vật chủ,KST chiếm các chất của vật chủ và phá huỷ tức khắc đời sống của vật chủ,KST chiếm các chất của cơ thể vật chủ một cách tiệm tiến,Tất cả đúng,trống,C,KST chiếm các chất của cơ thể vật chủ một cách tiệm tiến.
Chuong1_cau218,218. Những KST bằng tác hại của chúng thực thụ gây các triệu chứng bệnh cho chủ là.,KST gây bệnh,KST truyền bệnh,Vật chủ trung gian,Tất cả đúng,trống,A,KST gây bệnh là KST trực tiếp gây ra triệu chứng bệnh.
Chuong1_cau219,219. KST truyền bệnh là.,Những KST trung gian môi giới truyền bệnh,Những KST trung gian môi giới truyền bệnh và đôi khi có thể gây bệnh,Những KST gây bệnh,Tất cả đúng,trống,B,"KST truyền bệnh vừa là trung gian môi giới truyền bệnh, vừa đôi khi có thể gây bệnh."
Chuong1_cau220,220. Vật chủ chính là.,Những sinh vật có KST sống nhờ,Những sinh vật mang KST ở giai đoạn sinh sản,Những sinh vật mang KST ở giai đoạn sinh sản hữu giới,Những sinh vật mang KST hoặc ở thể trưởng thành hoặc ở giai đoạn sinh sản hữu giới,trống,D,Vật chủ chính chứa KST trưởng thành hoặc sinh sản hữu tính.
Chuong1_cau221,221. Giun hình ống (NEMATODA) là tên gọi để chỉ.,Các loại giun tròn ký sinh đường ruộ,Các loại giun ký sinh ở người,Các loại giun ký sinh ở người và thú,"Các loại giun có thân tròn và dài, ký sinh hoặc không ký sinh",trống,D,"Giun hình ống chỉ các loại giun có thân tròn và dài, ký sinh hoặc không ký sinh."
Chuong1_cau222,222. Hệ cơ quan nào không có trong cơ thể giun hình ống,Tiêu hoá,Tuần Hoàn,Thần kinh,Bài tiết,trống,B,Giun hình ống không có hệ Tuần Hoàn.
Chuong1_cau223,223. Giun hình ống là loài.,Lưỡng tính vì có cơ quan sinh dục đực và cái riêng biệt trên mỗi cá thể,Đơn tình vì có cơ quan sinh dục đực và cái riêng biệt trên mỗi cá thể,Lưỡng tính vì không có con đực và cái riêng biệt,Không phân biệt được lưỡng tính hay đơn tính,trống,B,Giun hình ống là loài Đơn tính (có đực và cái riêng biệt).
Chuong1_cau224,224. Ý nghĩa của hiện tượng giun lạc chỗ trong ký chủ là.,Giúp chứng minh một chu trình mới của giun trong ký chủ,Giúp cho chẩn đoán lâm sàng tốt hơn,Giải thích được các định vị bất thường của giun trong chẩn đoán,Giúp tìm ra một biện pháp tốt trong dự phòng,trống,C,Giun lạc chỗ giúp Giải thích được các định vị bất thường của giun trong chẩn đoán.
Chuong1_cau225,225. Hiện tượng lạc chủ của giun nói lên mối quan hệ giữa,Người và thú,Người bệnh và người không bệnh,Người lành mang mầm bệnh với người không bệnh,Sự định vị bình thường của giun và cơ quan ký sinh bất thường,trống,A,[Không tìm thấy giải thích rõ trong nguồn].
Chuong1_cau226,226. Biểu hiện rối loạn tiêu hoá của các loại giun ký sinh đường ruột là yếu tố điển hình để chẩn đoán bệnh giun đường ruột,Đúng vì giun ký sinh đường ruột sẽ gây nên các kích thích làm rối loạn nhu động ruột,Sai vì không phải tất cả các loại giun đường ruột đều gây rối loạn tiêu hoá,Đúng vì giun đường ruột hấp thu các chất dinh dưỡng trong ruột sẽ làm rối loạn hấp thu của ruột,Sai vì không chỉ có giun ký sinh đường ruột mới biểu hiện lâm sàng bằng rối loạn tiêu hoá,trống,A,[Không tìm thấy giải thích rõ trong nguồn].
Chuong1_cau227,227. Sai vì không chỉ có giun ký sinh đường ruột mới biểu hiện lâm sàng bằng rối loạn tiêu hoá,"Có kích thước rất nhỏ, khó quan sát bằng mắt thường","Có kích thước to, hình giống chiếc đũa ăn cơm",Hình dáng giống cây roi của người luyện võ,Kích thước nhỏ như cây kim may,trống,B,[Không tìm thấy giải thích rõ trong nguồn].
Chuong1_cau228,228. Về mặt kích thước KST là những sinh vật có.,Kích thước to nhỏ tuỳ loại KST,Khoảng vài chục,Khoảng vài mét,Khoảng vài mm,trống,A,Kích thước KST rất đa dạng.
Chuong1_cau229,229. Bệnh động vật ký sinh là.,Những bệnh và những hiện tượng nhiễm ký sinh trùng qua lại tự nhiên giữa động vật có xương sống và người,Những bệnh ký sinh trùng lây từ động vật có xương sống sang người và ngược lại,Những bệnh và hiện tượng nhiễm ký sinh trùng qua lại tự nhiên giữa động vật có vú và người,Những bệnh và hiện tượng nhiễm ký sinh trùng qua lại tự nhiên giữa động vật nuôi gần người và người,trống,B,Bệnh động vật ký sinh là những bệnh KST lây từ động vật có xương sống sang người và ngược lại.
Chuong1_cau230,"230. Trong chu kỳ của sán dây lợn, người có thể là",Vật chủ chính,Vật chủ tình cờ,Vật chủ phụ,A và C đều đúng,trống,D,Người có thể là Vật chủ chính hoặc Vật chủ phụ (khi ăn trứng sán dây lợn).
Chuong1_cau231,231. Bệnh động vật ký sinh chủ yếu gồm bệnh giun sán và đơn bào?,Đúng,Sai,trống,trống,trống,A,[Không tìm thấy giải thích rõ trong nguồn].
Chuong1_cau232,232. Quá trình ký sinh trùng di chuyển từ ký chủ này sang ký chủ khác tuỳ thuộc.,Yếu tố cộng đồng trong một sinh cảnh,Khả năng tiếp nhận ký sinh trùng của từng cơ thể cảm thụ,"Tính đặc hiệu ký sinh, vị trí ký sinh, yếu tố cộng đồng trong một sinh cảnh","Tính đặc hiệu ký sinh, vị trí ký sinh, yếu tố cộng đồng trong một sinh cảnh, khả năng tiếp nhận ký sinh trùng của từng cơ thể cảm thụ",trống,D,[Không tìm thấy giải thích rõ trong nguồn].
Chuong1_cau233,233. Sinh vật nào sau đây không phải là KST,Muỗi cái,Ruồi nhà,Ve,Con ghẻ,trống,B,Ruồi nhà không phải KST.
Chuong1_cau234,234. Khi ký sinh trùng tồn tại trong cơ thể ký chủ dưới dạng trưởng thành thì đó là ký chủ chính.,Đúng,Sai,trống,trống,trống,A,KST tồn tại dưới dạng trưởng thành là Ký chủ chính.
Chuong1_cau235,235. Bệnh KST phổ biến nhất ở Việt Nam,Giun kim,Sốt rét,Giun móc,Giun đũa,trống,D,Giun đũa là bệnh KST phổ biến nhất ở Việt Nam.
Chuong1_cau236,236. Khi ký sinh trùng tồn tại trong cơ thể ký chủ dưới dạng ấu trùng thì đó là ký chủ chính.,Đúng,Sai,trống,trống,trống,B,KST tồn tại dưới dạng ấu trùng thường là Ký chủ phụ/trung gian.
Chuong1_cau237,237. Tác hại hay gặp nhất do KST gây ra.,Thiếu máu,Đau bụng,Mất sinh chất,Biến chứng nội khoa,trống,C,Tác hại hay gặp nhất là Mất sinh chất.
Chuong1_cau238,238. Anh hưởng qua lại giữa KST và vật chủ trong quá trình ký sinh dẫn đến các kết quả sau trừ.,KST bị tiêu diệt,Vật chủ chế,Bệnh KST có tính chất cơ hội,Cùng tồn tại với vật chủ,trống,C,[Không tìm thấy giải thích rõ trong nguồn].
Chuong1_cau239,239. Bệnh KST có các đặc diểm sau ngoại trừ.,Bệnh KST phổ biến theo vùng,Có thời hạn,Bệnh khởi phát rầm rộ,Lâu dài,trống,C,"Bệnh KST thường diễn biến âm thầm, lặng lẽ, không khởi phát rầm rộ."
Chuong1_cau240,240. Hội chứng ấu trùng di chuyển (larva migrans) gây ra do.,Ấu trùng giun có tính năng động cao,Ấu trùng giun sán nói chung,Ấu trùng sán dây,Ấu trùng sán lá,trống,A,Hội chứng ấu trùng di chuyển gây ra do Ấu trùng giun có tính năng động cao.
Chuong1_cau241,241. Người mang KST nhưng không có biểu hiện bệnh lý được gọi là.,Ký chủ vĩnh viễn,Ký chủ chính,Ký chủ trung gian,Người lành mang mầm bệnh,trống,D,Người mang KST không có biểu hiện bệnh lý gọi là Người lành mang mầm bệnh.
Chuong1_cau242,242. Ký sinh trùng là.,Một sinh vật sống,Trong quá trình sống nhờ vào các sinh vật khác đang sống,Quá trình sống sử dụng các chất dinh dưỡng của sinh vật khác để phát triển và duy trì sự sống,"A, B, và C đúng",trống,D,"Ký sinh trùng là một sinh vật sống, sống nhờ vào sinh vật đang sống, sử dụng chất dinh dưỡng để phát triển và duy trì sự sống."
Chuong1_cau243,243. Bệnh động vật ký sinh gặp ở những người làm nghề nghiệp nào sau đây.,Buôn bán,Nuôi thú,Nuôi gia cầm,Nuôi cá,trống,B,[Không tìm thấy giải thích rõ trong nguồn].
Chuong1_cau244,244. Vật chủ chính là.,Vật chủ chứa KST ở dạng trưởng thành,Vật chủ chúa KST thực hiện sinh sản bằng hình thức hữu tính,Vật chủ chúa KST thực hiện sinh sản bằng hình thức vô tính,A và B đúng,trống,D,Vật chủ chính là nơi chứa KST trưởng thành hoặc sinh sản hữu tính.
Chuong1_cau245,245. Về mặt kích thước KST là những sinh vật có.,Kích thước to nhỏ tuỳ loại KST,Khoảng vài chục,Khoảng vài mét,Khoảng vài mm,trống,A,Kích thước KST rất đa dạng.
Chuong1_cau246,246. Về mặt kích thước KST là những sinh vật có.,Kích thước to nhỏ tuỳ loại KST,Khoảng vài chục,Khoảng vài mét,Khoảng vài mm,trống,A,Kích thước KST rất đa dạng.
Chuong1_cau247,247. Những KST sau được gọi là KST đơn ký ngoại trừ.,Giun đũa,Sán lá gan,Giun móc,Giun tóc,Giun kim,E,[Không tìm thấy giải thích rõ trong nguồn].
Chuong1_cau248,248. Về mặt kích thước KST là những sinh vật có.,Kích thước to nhỏ tuỳ loại KST.,Khoãng vài chục ? m,Khoãng vài mét.,Khoãng vài cm.,Khoãng vài mm.,A,Kích thước KST rất đa dạng.
Chuong1_cau249,"249. Ký sinh trùng muốn sống, phát triển, duy trì nòi giống nhất thiết phải có những điều kiện cần và đủ như.",Môi trường thích hợp,Nhiệt độ cần thiết.,Vật chủ tương ứng,"A,B Và C đúng.",A và C đúng.,D,"KST cần Môi trường thích hợp, Nhiệt độ cần thiết, và Vật chủ tương ứng."
Chuong1_cau250,"250. Trong quá trình phát triển KST luôn thay đổi về cấu tạo, hình dạng để thích nghi với điều kiện ký sinh.",Đúng,Sai,trống,trống,trống,B,"KST thay đổi để thích nghi, nhưng không phải 'luôn luôn thay đổi'."
Chuong1_cau251,"251. Để thực hiện chức năng sống ký sinh, KST có thể mất đi những bộ phận không cần thiết và phát triển những bộ phận cần thiết.",Đúng,Sai,trống,trống,trống,A,KST thoái hóa bộ phận không cần thiết và phát triển bộ phận cần thiết.
Chuong1_cau252,252. Vật chủ phụ là.,Vật chủ chứa KST ở dạng trưởng thành.,Vật chủ chứa KST ở dạng bào nang,Vật chủ chúa KST thực hiện sinh sản bằng hình thức vô tính,B và C đúng.,A và C đúng.,D,Vật chủ phụ chứa KST ở dạng bào nang hoặc sinh sản vô tính.
Chuong1_cau253,"253. Nếu người ăn phải trứng sán dây lợn, người sẽ là vật chủì.",Chính,Phụ,Trung gian,B và C đúng.,Tất cả các trên đều sai.,B,Người ăn trứng sán dây lợn sẽ trở thành vật chủ Phụ (chứa ấu trùng).
Chuong1_cau254,254. Qúa trình nghiên cứu ký sinh trùng cần chú ý một số đặc điểm sau đây ngoại trừ.,Đặc điểm sinh học cuả ký sinh trùng.,Phương thức phát triển và đặc điểm của bệnh,Vị trí gây bệnh của ký sinh trùng,Aính hưởng qua lại giữa ký sinh trùng và vật chủ,Kết quả tương tác qua lại giữa ký sinh trùng và vật chủ (tồn tại hoặc thoái triển),C,Quá trình nghiên cứu KST không tập trung vào Vị trí gây bệnh của KST.
Chuong1_cau255,"255. Ký sinh trùng là một sinh vật ………….., trong quá trình sống nhờ vào những sinh vật khác đang sống, sử dụng các chất dinh dưỡng của những sinh vật đó, sống phát triển và duy trì sự sống.",Dị dưỡng.,Sống,Tự dưỡng,Tất cả các trên,Tất cả sai,B,Ký sinh trùng là một sinh vật Sống.
Chuong1_cau256,256. Người là vật chủ chính của các loại ký sinh trùng sau ngoại trừ.,Sán lá gan nhỏ,Sán dây bò,Ký sinh trùng sốt rét,Giun chỉ,Giun tóc,C,Người là Ký chủ trung gian của KST sốt rét.
Chuong1_cau257,257. Sự nhiễm mầm bệnh của vecteur là do vecteur hút máu bị nhiễm mầm bệnh trong da bệnh nhân.,Đúng,Sai,trống,trống,trống,A,[Không tìm thấy giải thích rõ trong nguồn].
Chuong1_cau258,"258. Ký sinh trùng muốn sống, phát triển, duy trì nòi giống nhất thiết phải có những điều kiện cần và đủ như.",Môi trường thích hợp,Nhiệt độ cần thiết,Vật chủ tương ứng,"A, B và C đúng",A và C đúng,D,"KST cần Môi trường thích hợp, Nhiệt độ cần thiết, và Vật chủ tương ứng."
Chuong1_cau259,"259. Trong quá trình phát triển, KST luôn thay đổi về cấu tạo, hình dạng để thích nghi với điều kiện ký sinh.",Đúng,Sai,trống,trống,trống,B,"KST thay đổi để thích nghi, nhưng không phải 'luôn luôn thay đổi'."
Chuong1_cau260,"260. Để thực hiện chức năng sống ký sinh, KST có thể mất đi những bộ phận không cần thiết và phát triển những bộ phận cần thiết.",Đúng,Sai,trống,trống,trống,A,KST thoái hóa bộ phận không cần thiết và phát triển bộ phận cần thiết.
Chuong1_cau261,261. Vật chủ phụ là.,Vật chủ chứa KST ở dạng trưởng thành,Vật chủ chứa KST ở dạng bào nang,Vật chủ chứa KST thực hiện sinh sản bằng hình thức vô tính,B và C đúng,A và C đúng,D,Vật chủ phụ chứa KST ở dạng bào nang hoặc sinh sản vô tính.
Chuong1_cau262,"262. Nếu người ăn phải trứng sán dây lợn, người sẽ là vật chủ.",Chính,Phụ,Trung gian,B và C đúng,Tất cả các trên đều sai,B,Người ăn trứng sán dây lợn sẽ trở thành vật chủ Phụ (chứa ấu trùng).
Chuong1_cau263,263. Quá trình nghiên cứu ký sinh trùng cần chú ý một số đặc điểm sau đây ngoại trừ.,Đặc điểm sinh học của ký sinh trùng,Phương thức phát triển và đặc điểm của bệnh,Vị trí gây bệnh của ký sinh trùng,Ảnh hưởng qua lại giữa ký sinh trùng và vật chủ,Kết quả tương tác qua lại giữa ký sinh trùng và vật chủ (tồn tại hoặc thoái triển),C,Quá trình nghiên cứu KST không tập trung vào Vị trí gây bệnh của KST.
Chuong1_cau264,"264. Ký sinh trùng là một sinh vật …, trong quá trình sống nhờ vào những sinh vật khác đang sống, sử dụng các chất dinh dưỡng của những sinh vật đó, sống phát triển và duy trì sự sống.",Dị dưỡng,Sống,Tự dưỡng,Tất cả các trên,Tất cả sai,B,Ký sinh trùng là một sinh vật Sống.
Chuong1_cau265,265. Người là vật chủ chính của các loại ký sinh trùng sau ngoại trừ.,Sán lá gan nhỏ,Sán dây bò,Giun đũa,Muỗi Anopheles,trống,D,Muỗi Anopheles không phải KST.
Chuong1_cau266,266. Ngày mất giun chỉ có thể ngăn chặn bằng cách nào?,Sử dụng thuốc kháng sinh,Tiêm vaccine,Uống nhiều nước,Vệ sinh cá nhân sạch sẽ,trống,B,[Không tìm thấy giải thích rõ trong nguồn].
Chuong1_cau267,267. Ký sinh trùng ký sinh trong hệ tiêu hóa là.,Giun kim,Giun móc,Giun tóc,Giun xoắn,Tất Cả đều đúng.,E,[Không tìm thấy giải thích rõ trong nguồn].
Chuong1_cau268,268. Người mang KST nhưng không có biểu hiện bệnh lý gọi là. ĐẠI CƯƠNG KST,Vật chủ bị bệnh mạn tính.,Vật chủ có miễn dịch bảo vệ.,Vật chủ tình cờ.,Vật chủ phụ.,Vật chủ mang KST lạnh.,E,Người mang KST nhưng không có biểu hiện bệnh lý gọi là Vật chủ mang KST lạnh.
Chuong1_cau269,269. Tác hại hay gặp nhất do KST gây ra. ĐẠI CƯƠNG,Thiếu máu.,Đau bụng,Mất sinh chất,Biến chứng nội khoa,Tất cả các đều đúng.,C,Tác hại hay gặp nhất do KST gây ra là Mất sinh chất.
Chuong1_cau270,270. Ảnh hưởng qua lại giữa KST và vật chủ trong quá trình ký sinh dẫn đến các kết quả sau trừ. ĐẠI CƯƠNG,KST bị tiêu diệt.,Vật chủ chết.,Bệnh KST có tính chất cơ hội.,Cùng tồn tại với vật chủ.,A và B đúng.,C,[Không tìm thấy giải thích rõ trong nguồn].
Chuong1_cau271,271. Về mặt kích thước KST là những sinh vật có. ĐẠI CƯƠNG,Kích thước to nhỏ tuỳ loại KST.,Khoảng vài chục ?m,Khoảng vài mét.,Khoảng vài cm.,Khoảng vài mm.,A,Kích thước KST rất đa dạng.
Chuong1_cau272,"272. Ký sinh trùng muốn sống, phát triển, duy trì nòi giống nhất thiết phải có những điều kiện cần và đủ như. ĐẠI CƯƠNG",Môi trường thích hợp,Nhiệt độ cần thiết.,Vật chủ tương ứng,"A, B và C đúng.",A và C đúng.,D,"KST cần Môi trường thích hợp, Nhiệt độ cần thiết, và Vật chủ tương ứng."
Chuong1_cau273,"273. Trong quá trình phát triển KST luôn thay đổi về cấu tạo, hình dạng để thích nghi với điều kiện ký sinh. ĐẠI CƯƠNG",Đúng,Sai,trống,trống,trống,B,"KST thay đổi để thích nghi, nhưng không phải 'luôn luôn thay đổi'."
Chuong1_cau274,"274. Để thực hiện chức năng sống ký sinh, KST có thể mất đi những bộ phận không cần thiết và phát triển những bộ phận cần thiết. ĐẠI CƯƠNG",Đúng,Sai,trống,trống,trống,A,KST thoái hóa bộ phận không cần thiết và phát triển bộ phận cần thiết.
Chuong1_cau275,275. Vật chủ phụ là.,Vật chủ chứa KST ở dạng trưởng thành.,Vật chủ chứa KST ở dạng bào nang,Vật chủ chứa KST thực hiện sinh sản bằng hình thức vô tính,B và C đúng.,A và C đúng.,D,Vật chủ phụ chứa KST ở dạng bào nang hoặc sinh sản vô tính.
Chuong1_cau276,276. Quá trình nghiên cứu ký sinh trùng cần chú ý một số đặc điểm sau đây ngoại trừ.,Đặc điểm sinh học của ký sinh trùng.,Phương thức phát triển và đặc điểm của bệnh,Vị trí gây bệnh của ký sinh trùng,Ảnh hưởng qua lại giữa ký sinh trùng và vật chủ,Kết quả tương tác qua lại giữa ký sinh trùng và vật chủ (tồn tại hoặc thoái triển),C,Quá trình nghiên cứu KST không tập trung vào Vị trí gây bệnh của KST.
